id,name,ms_id,distance,time_minute,ton_price,created_at,updated_at,km_fact,найдено,locality,region,type,population,coords,source,sourceID,route
776,Радужное 36 км Красногвардейский,a660faf5-5c8e-11ea-0a80-052c001d8c5b,36,44,,2024-03-04 20:23:42,2024-03-04 20:23:42,0,да,Радужное,Красногвардейский,село,2,"45.2952016,34.0224493",geocode,,39.06
777,Раздолье 55 км Симферопольский,a660fd3a-5c8e-11ea-0a80-052c001d8c5c,55,66,,2024-03-04 20:23:42,2024-03-04 20:23:42,0,да,Раздолье,Симферопольский,село,949,"44.9720975,33.6936258",geocode,,32.11
778,Раздольное 118 км Советский,a660ffe9-5c8e-11ea-0a80-052c001d8c5d,118,142,,2024-03-04 20:23:42,2024-03-04 20:23:42,0,да,Раздольное,Советский,село,1008,"45.362129,34.855904",yandex,216371,75.01
779,Раздольное 114 км Раздольненский,a66103ee-5c8e-11ea-0a80-052c001d8c5e,114,137,,2024-03-04 20:23:42,2024-03-04 20:23:42,0,да,Раздольное,Раздольненский,пгт,7231,"45.770248,33.487869",yandex,28447,103.16
780,Разливы 87 км Нижнегорский,a66106ec-5c8e-11ea-0a80-052c001d8c5f,87,105,,2024-03-04 20:23:42,2024-03-04 20:23:42,0,да,Разливы,Нижнегорский,село,556,"45.4610075,34.7217622",geocode,,74.97
781,Рассадное 75 км Бахчисарайский,a661096b-5c8e-11ea-0a80-052c001d8c60,75,90,,2024-03-04 20:23:43,2024-03-04 20:23:43,0,да,Рассадное,Бахчисарайский,село,4,"44.8400233,33.6379806",geocode,,38.35
782,Растущее 52 км Бахчисарайский,a6610bfb-5c8e-11ea-0a80-052c001d8c61,52,63,,2024-03-04 20:23:43,2024-03-04 20:23:43,0,да,Растущее,Бахчисарайский,село,356,"44.8572527,33.8863299",geocode,,19.66
783,Репино 58 км Бахчисарайский,a6610e1a-5c8e-11ea-0a80-052c001d8c62,58,70,,2024-03-04 20:23:43,2024-03-04 20:23:43,0,да,Репино,Бахчисарайский,село,150,"44.8246292,33.8414018",geocode,,24.59
784,Речное 112 км Советский,a6611083-5c8e-11ea-0a80-052c001d8c63,112,135,,2024-03-04 20:23:43,2024-03-04 20:23:43,0,да,Речное,Советский,село,0,"45.1981997,35.0326899",geocode,,78.3
785,Речное 66 км Бахчисарайский,a66112d3-5c8e-11ea-0a80-052c001d8c64,66,80,,2024-03-04 20:23:43,2024-03-04 20:23:43,0,да,Речное,Бахчисарайский,село,337,"44.7314097,33.7906203",geocode,,34.31
786,Рисовое 113 км Красноперекопский,a6611585-5c8e-11ea-0a80-052c001d8c65,113,136,,2024-03-04 20:23:43,2024-03-04 20:23:43,0,да,Рисовое,Красноперекопский,село,528,"46.026459,33.692051",yandex,216335,124.03
787,Ровенка 126 км Советский,a661189d-5c8e-11ea-0a80-052c001d8c66,126,152,,2024-03-04 20:23:43,2024-03-04 20:23:43,0,да,Ровенка,Советский,село,369,"45.4823388,34.9846147",geocode,,91.23
788,Ровное 55 км Красногвардейский,a6611c94-5c8e-11ea-0a80-052c001d8c67,55,66,,2024-03-04 20:23:43,2024-03-04 20:23:43,0,да,Ровное,Красногвардейский,село,1399,"45.351089,34.350796",yandex,176637,48.91
789,Ровное 56 км Первомайский,a661417e-5c8e-11ea-0a80-052c001d8c68,56,68,,2024-03-04 20:23:43,2024-03-04 20:23:43,0,да,Ровное,Первомайский,село,99,"45.4986796,33.801005",geocode,,65.53
790,Рогово 32 км Красногвардейский,a66145b5-5c8e-11ea-0a80-052c001d8c69,32,39,,2024-03-04 20:23:43,2024-03-04 20:23:43,0,да,Рогово,Красногвардейский,село,230,"45.3243083,33.9655243",geocode,,43.13
791,Родники 110 км Нижнегорский,a6614831-5c8e-11ea-0a80-052c001d8c6a,110,132,,2024-03-04 20:23:43,2024-03-04 20:23:43,0,да,Родники,Нижнегорский,село,71,"45.4677444,34.8445538",geocode,,82.06
792,Родники 80 км Белогорский,a6614ae1-5c8e-11ea-0a80-052c001d8c6b,80,96,,2024-03-04 20:23:43,2024-03-04 20:23:43,0,да,Родники,Белогорский,село,39,"45.001872,34.7874368",geocode,,54.37
793,Родниково 13 км Симферопольский,a6614d84-5c8e-11ea-0a80-052c001d8c6c,13,16,,2024-03-04 20:23:43,2024-03-04 20:23:43,0,да,Родниково,Симферопольский,село,3492,"45.045891,33.951035",yandex,177110,15.99
794,Родное 94 км Джанкойский,a6614f00-5c8e-11ea-0a80-052c001d8c6d,94,113,,2024-03-04 20:23:43,2024-03-04 20:23:43,0,да,Родное,Джанкойский,село,183,"45.710766,34.620831",yandex,216285,94.03
795,Розовое 60 км Бахчисарайский,a6615059-5c8e-11ea-0a80-052c001d8c6e,60,72,,2024-03-04 20:23:43,2024-03-04 20:23:43,0,да,Розовое,Бахчисарайский,село,0,"44.8354412,33.8227804",geocode,,25.2
796,Розовый 75 км Алушта,a66151df-5c8e-11ea-0a80-052c001d8c6f,75,90,,2024-03-04 20:23:44,2024-03-04 20:23:44,0,да,Розовый,Алушта,посёлок,227,"44.676383,34.41005",geocode,,38.86
797,Романово 176 км Ленинский,a661532e-5c8e-11ea-0a80-052c001d8c70,176,212,,2024-03-04 20:23:44,2024-03-04 20:23:44,0,да,Романово,Ленинский,село,88,"45.2907499,35.874985",dadata,,144.34
798,Ромашкино 77 км Сакский,a661546d-5c8e-11ea-0a80-052c001d8c71,77,93,,2024-03-04 20:23:44,2024-03-04 20:23:44,0,да,Ромашкино,Сакский,село,1427,"45.257793,33.253944",yandex,177077,74.81
799,Роскошное 83 км Джанкойский,a66155aa-5c8e-11ea-0a80-052c001d8c72,83,100,,2024-03-04 20:23:44,2024-03-04 20:23:44,0,да,Роскошное,Джанкойский,село,559,"45.650822,34.120296",yandex,176578,78.13
800,Рощино 64 км Джанкойский,a6615840-5c8e-11ea-0a80-052c001d8c73,64,77,,2024-03-04 20:23:44,2024-03-04 20:23:44,0,да,Рощино,Джанкойский,село,928,"45.610443,34.378956",yandex,176579,76.78
801,Рубиновка 69 км Джанкойский,a6615a3c-5c8e-11ea-0a80-052c001d8c74,69,83,,2024-03-04 20:23:44,2024-03-04 20:23:44,0,да,Рубиновка,Джанкойский,село,360,"45.5809784,34.4452835",geocode,,75.35
802,Рунное 63 км Сакский,a6615c63-5c8e-11ea-0a80-052c001d8c75,63,76,,2024-03-04 20:23:44,2024-03-04 20:23:44,0,да,Рунное,Сакский,село,375,"45.291196,33.5751403",geocode,,56.14
803,Русаковка 59 км Белогорский,a6615ea4-5c8e-11ea-0a80-052c001d8c76,59,71,,2024-03-04 20:23:44,2024-03-04 20:23:44,0,да,Русаковка,Белогорский,село,918,"45.123672,34.475117",yandex,176513,35.32
804,Русское 78 км Белогорский,a6616279-5c8e-11ea-0a80-052c001d8c77,78,94,,2024-03-04 20:23:44,2024-03-04 20:23:44,0,да,Русское,Белогорский,село,173,"45.020082,34.7911132",geocode,,54.91
805,Ручьи 100 км Раздольненский,a6616519-5c8e-11ea-0a80-052c001d8c78,100,120,,2024-03-04 20:23:44,2024-03-04 20:23:44,0,да,Ручьи,Раздольненский,село,1047,"45.785110,33.661724",yandex,177049,99.15
806,Рыбачье 95 км Алушта,a6616810-5c8e-11ea-0a80-052c001d8c79,95,114,,2024-03-04 20:23:45,2024-11-20 19:09:51,0,да,Рыбачье,Алушта,село,1414,"44.676383,34.41005",geocode,,38.86
807,Рылеевка 117 км Раздольненский,a6616b72-5c8e-11ea-0a80-052c001d8c7a,117,141,,2024-03-04 20:23:45,2024-03-04 20:23:45,0,да,Рылеевка,Раздольненский,село,137,"45.6411963,33.2608095",geocode,,101.23
808,Рысаково 78 км Джанкойский,a6616d78-5c8e-11ea-0a80-052c001d8c7b,78,94,,2024-03-04 20:23:45,2024-03-04 20:23:45,0,да,Рысаково,Джанкойский,село,701,"45.6514131,34.3252289",geocode,,80.13
809,Рюмшино 111 км Джанкойский,a661715f-5c8e-11ea-0a80-052c001d8c7c,111,134,,2024-03-04 20:23:45,2024-03-04 20:23:45,0,да,Рюмшино,Джанкойский,село,136,"45.9703882,34.317052",geocode,,114.89
810,Садовое 113 км Кировский,a6617479-5c8e-11ea-0a80-052c001d8c7d,113,136,,2024-03-04 20:23:45,2024-03-04 20:23:45,0,да,Садовое,Кировский,село,364,"45.0928823,35.1962039",geocode,,87.61
811,Садовое 91 км Нижнегорский,a6617c1d-5c8e-11ea-0a80-052c001d8c7e,91,110,,2024-03-04 20:23:45,2024-03-04 20:23:45,0,да,Садовое,Нижнегорский,село,2874,"45.308044,34.652710",yandex,176955,58.97
812,Саки 44 км,a6618018-5c8e-11ea-0a80-052c001d8c7f,44,53,,2024-03-04 20:23:45,2024-03-04 20:23:45,0,нет,Саки,,,,"45.1310529,33.5941066",geocode,,44.66
813,Салгирка 38 км Красногвардейский,a66181ac-5c8e-11ea-0a80-052c001d8c80,38,46,,2024-03-04 20:23:45,2024-03-04 20:23:45,0,да,Салгирка,Красногвардейский,село,1,"45.3323429,34.2914426",geocode,,45.26
814,Самохвалово 49 км Бахчисарайский,a66182f6-5c8e-11ea-0a80-052c001d8c81,49,59,,2024-03-04 20:23:45,2024-03-04 20:23:45,0,да,Самохвалово,Бахчисарайский,село,545,"44.8235965,33.9223017",geocode,,19.72
815,Санаторное 126 км Ялта,a6618441-5c8e-11ea-0a80-052c001d8c82,126,152,,2024-03-04 20:23:45,2024-03-04 20:23:45,0,да,Санаторное,Ялта,пгт,229,"44.4909462,34.1532686",geocode,,51.01
816,Сары-Баш 61 км Первомайский,a66185fa-5c8e-11ea-0a80-052c001d8c83,61,74,,2024-03-04 20:23:45,2024-03-04 20:23:45,0,да,Сары-баш,Первомайский,село,822,"45.570789,33.786358",yandex,177012,73.45
817,Сватово 92 км Красноперекопский,a6618915-5c8e-11ea-0a80-052c001d8c84,92,111,,2024-03-04 20:23:45,2024-03-04 20:23:45,0,да,Сватово,Красноперекопский,село,142,"45.8125837,33.8666649",geocode,,97.81
818,Свердловское 49 км Первомайский,a6618cd8-5c8e-11ea-0a80-052c001d8c85,49,59,,2024-03-04 20:23:45,2024-03-04 20:23:45,0,да,Свердловское,Первомайский,село,203,"45.4775351,33.9351469",geocode,,60.25
819,Светлое 87 км Джанкойский,a6619010-5c8e-11ea-0a80-052c001d8c86,87,105,,2024-03-04 20:23:45,2024-03-04 20:23:45,0,да,Светлое,Джанкойский,село,1608,"45.632019,34.659229",yandex,176580,87.7
820,Севастьяновка 48 км Бахчисарайский,a66191e0-5c8e-11ea-0a80-052c001d8c87,48,58,,2024-03-04 20:23:45,2024-03-04 20:23:45,0,да,Севастьяновка,Бахчисарайский,село,508,"44.8202332,33.9303592",geocode,,19.54
821,Северное 150 км Черноморский,a6619435-5c8e-11ea-0a80-052c001d8c88,150,180,,2024-03-04 20:23:46,2024-03-04 20:23:46,0,да,Северное,Черноморский,село,266,"45.6861457,33.0562902",geocode,,115.73
822,Северное 79 км Белогорский,a661a8d5-5c8e-11ea-0a80-052c001d8c89,79,95,,2024-03-04 20:23:46,2024-03-04 20:23:46,0,да,Северное,Белогорский,село,100,"45.1573329,34.7311373",geocode,,54.73
823,Северное 76 км Раздольненский,a661b90f-5c8e-11ea-0a80-052c001d8c8a,76,92,,2024-03-04 20:23:46,2024-03-04 20:23:46,0,да,Северное,Раздольненский,село,46,"45.4616773,33.5724041",geocode,,70.49
824,Семенное 102 км Нижнегорский,a661bcb2-5c8e-11ea-0a80-052c001d8c8b,102,123,,2024-03-04 20:23:46,2024-03-04 20:23:46,0,да,Семенное,Нижнегорский,село,717,"45.4587853,34.7647193",geocode,,77.01
825,Семёновка 182 км Ленинский,a661be90-5c8e-11ea-0a80-052c001d8c8c,182,219,,2024-03-04 20:23:46,2024-03-04 20:23:46,0,да,Семёновка,Ленинский,село,280,"45.3822435,35.764835",geocode,,139.11
826,Семидворье 76 км Алушта,a661bffa-5c8e-11ea-0a80-052c001d8c8d,76,92,,2024-03-04 20:23:46,2024-03-04 20:23:46,0,да,Семидворье,Алушта,посёлок,102,"44.7189127,34.4634173",geocode,,38.34
827,Семисотка 156 км Ленинский,a661c3bc-5c8e-11ea-0a80-052c001d8c8e,156,188,,2024-03-04 20:23:46,2024-03-04 20:23:46,0,да,Семисотка,Ленинский,село,1583,"45.243023,35.559818",yandex,176915,119.14
828,Сенное 86 км Белогорский,a661c6ca-5c8e-11ea-0a80-052c001d8c8f,86,104,,2024-03-04 20:23:46,2024-03-04 20:23:46,0,да,Сенное,Белогорский,село,289,"45.0649597,34.8312839",geocode,,58.91
829,Сенокосное 108 км Раздольненский,a661c905-5c8e-11ea-0a80-052c001d8c90,108,130,,2024-03-04 20:23:46,2024-03-04 20:23:46,0,да,Сенокосное,Раздольненский,село,1058,"45.732937,33.516186",yandex,216342,98.46
830,Серебрянка 98 км Раздольненский,a661cbbb-5c8e-11ea-0a80-052c001d8c91,98,118,,2024-03-04 20:23:46,2024-03-04 20:23:46,0,да,Серебрянка,Раздольненский,село,833,"45.638405,33.497852",yandex,177050,90.05
831,Серноводское 63 км Джанкойский,a661cdba-5c8e-11ea-0a80-052c001d8c92,63,76,,2024-03-04 20:23:46,2024-03-04 20:23:46,0,да,Серноводское,Джанкойский,село,314,"45.5788905,34.3812626",geocode,,73.48
832,Серово 94 км Нижнегорский,a661da0b-5c8e-11ea-0a80-052c001d8c93,94,113,,2024-03-04 20:23:46,2024-03-04 20:23:46,0,да,Серово,Нижнегорский,село,113,"45.3247904,34.6767721",geocode,,61.62
833,Сизовка 32 км Сакский,a661deb3-5c8e-11ea-0a80-052c001d8c94,32,39,,2024-03-04 20:23:46,2024-03-04 20:23:46,0,да,Сизовка,Сакский,село,1814,"45.348587,33.878983",yandex,177078,47.77
834,Симеиз 142 км Ялта,a661e19c-5c8e-11ea-0a80-052c001d8c95,142,171,,2024-03-04 20:23:46,2024-03-04 20:23:46,0,да,Симеиз,Ялта,пгт,2703,"44.4059229,33.9997117",geocode,,60.82
835,Симоненко 25 км Красногвардейский,a661e471-5c8e-11ea-0a80-052c001d8c96,25,30,,2024-03-04 20:23:46,2024-03-04 20:23:46,0,да,Симоненко,Красногвардейский,село,126,"45.2972483,33.8967044",geocode,,41.96
836,002 Симферополь 26 км,a661e728-5c8e-11ea-0a80-052c001d8c97,26,32,,2024-03-04 20:23:46,2024-03-04 20:23:46,0,нет,Симферополь,,,,"44.952117,34.102417",geocode,,0.46
837,Синапное 77 км Бахчисарайский,a661e9da-5c8e-11ea-0a80-052c001d8c98,77,93,,2024-03-04 20:23:46,2024-03-04 20:23:46,0,да,Синапное,Бахчисарайский,село,293,"44.6721563,34.0096477",geocode,,31.52
838,Синекаменка 84 км Белогорский,a661eca8-5c8e-11ea-0a80-052c001d8c99,84,101,,2024-03-04 20:23:46,2024-03-04 20:23:46,0,да,Синекаменка,Белогорский,село,340,"44.9697004,34.7783734",geocode,,53.4
839,Синицыно 130 км Кировский,a661ef02-5c8e-11ea-0a80-052c001d8c9a,130,156,,2024-03-04 20:23:46,2024-03-04 20:23:46,0,да,Синицыно,Кировский,село,1142,"45.238098,35.247753",yandex,132136,95.65
840,Сирень 65 км Бахчисарайский,a661f1ef-5c8e-11ea-0a80-052c001d8c9b,65,78,,2024-03-04 20:23:46,2024-03-04 20:23:46,0,да,Сирень,Бахчисарайский,посёлок,128,"44.7011187,33.7984334",geocode,,36.35
841,Скалистое 51 км Бахчисарайский,a661f4a7-5c8e-11ea-0a80-052c001d8c9c,51,62,,2024-03-04 20:23:47,2024-03-04 20:23:47,0,да,Скалистое,Бахчисарайский,село,2997,"44.817692,33.976341",yandex,176435,17.49
842,Скворцово 25 км Симферопольский,a661f913-5c8e-11ea-0a80-052c001d8c9d,25,30,,2024-03-04 20:23:47,2024-03-04 20:23:47,0,да,Скворцово,Симферопольский,село,2517,"45.074997,33.820438",yandex,177111,26.13
843,Славное 133 км Раздольненский,a661fbe4-5c8e-11ea-0a80-052c001d8c9e,133,160,,2024-03-04 20:23:47,2024-03-04 20:23:47,0,да,Славное,Раздольненский,село,914,"45.721569,33.235241",yandex,177051,109.38
844,Славянка 75 км Джанкойский,a661fd67-5c8e-11ea-0a80-052c001d8c9f,75,90,,2024-03-04 20:23:47,2024-03-04 20:23:47,0,да,Славянка,Джанкойский,село,110,"45.6213603,34.2665989",geocode,,75.96
845,Славянское 94 км Джанкойский,a661fead-5c8e-11ea-0a80-052c001d8ca0,94,113,,2024-03-04 20:23:47,2024-03-04 20:23:47,0,да,Славянское,Джанкойский,село,42,"45.685108,34.692173",yandex,119933,94.09
846,Славянское 122 км Раздольненский,a661ffeb-5c8e-11ea-0a80-052c001d8ca1,122,147,,2024-03-04 20:23:47,2024-03-04 20:23:47,0,да,Славянское,Раздольненский,село,1194,"45.728031,33.319160",yandex,119934,106.03
847,Сливянка 115 км Нижнегорский,a662012c-5c8e-11ea-0a80-052c001d8ca2,115,138,,2024-03-04 20:23:47,2024-03-04 20:23:47,0,да,Сливянка,Нижнегорский,село,61,"45.6589026,34.8701028",geocode,,99.33
848,Смежное 90 км Джанкойский,a66203b1-5c8e-11ea-0a80-052c001d8ca3,90,108,,2024-03-04 20:23:47,2024-03-04 20:23:47,0,да,Смежное,Джанкойский,село,56,"45.7305443,34.5470345",geocode,,93.72
849,Смушкино 124 км Красноперекопский,a6622b4d-5c8e-11ea-0a80-052c001d8ca4,124,149,,2024-03-04 20:23:47,2024-03-04 20:23:47,0,да,Смушкино,Красноперекопский,село,17,"46.0137395,33.9382332",geocode,,119.13
850,Снегирёвка 110 км Первомайский,a6623064-5c8e-11ea-0a80-052c001d8ca5,110,132,,2024-03-04 20:23:47,2024-03-04 20:23:47,0,да,Снегирёвка,Первомайский,село,317,"45.7785714,34.0793428",dadata,,92.33
851,Снежное 131 км Черноморский,a66259f0-5c8e-11ea-0a80-052c001d8ca6,131,158,,2024-03-04 20:23:48,2024-03-04 20:23:48,0,да,Снежное,Черноморский,село,83,"45.5253347,32.8375143",geocode,,117.86
852,Советский 123 км Советский,a6625f79-5c8e-11ea-0a80-052c001d8ca7,123,148,,2024-03-04 20:23:48,2024-03-04 20:23:48,0,да,Советский,Советский,пгт,10.267,"45.340397,34.928997",yandex,28954,78.25
853,Советское 73 км Джанкойский,a6626291-5c8e-11ea-0a80-052c001d8ca8,73,88,,2024-03-04 20:23:48,2024-03-04 20:23:48,0,да,Советское,Джанкойский,село,221,"45.5688707,34.4922313",geocode,,75.51
854,Советское 107 км Ялта,a6626553-5c8e-11ea-0a80-052c001d8ca9,107,129,,2024-03-04 20:23:48,2024-03-04 20:23:48,0,да,Советское,Ялта,пгт,679,"44.5323679,34.1879906",geocode,,46.75
855,Совхозное 105 км Красноперекопский,a66267dd-5c8e-11ea-0a80-052c001d8caa,105,126,,2024-03-04 20:23:48,2024-03-04 20:23:48,0,да,Совхозное,Красноперекопский,село,1330,"45.961147,33.771328",yandex,176681,115.5
856,Совхозное 12 км Симферопольский,a6626a47-5c8e-11ea-0a80-052c001d8cab,12,15,,2024-03-04 20:23:48,2024-03-04 20:23:48,0,да,Совхозное,Симферопольский,село,1109,"45.0317559,34.006499",geocode,,11.86
857,Соколиное 88 км Бахчисарайский,a6626cff-5c8e-11ea-0a80-052c001d8cac,88,106,,2024-03-04 20:23:48,2024-03-04 20:23:48,0,да,Соколиное,Бахчисарайский,село,1251,"44.551514,33.956875",yandex,155349,45.54
858,Соколы 103 км Раздольненский,a6626f70-5c8e-11ea-0a80-052c001d8cad,103,124,,2024-03-04 20:23:48,2024-03-04 20:23:48,0,да,Соколы,Раздольненский,село,168,"45.6461986,33.4369454",geocode,,93.34
859,Солдатское 112 км Сакский,a662719a-5c8e-11ea-0a80-052c001d8cae,112,135,,2024-03-04 20:23:48,2024-03-04 20:23:48,0,да,Солдатское,Сакский,село,73,"45.4898144,33.3953989",geocode,,81.69
860,Солёное Озеро 99 км Джанкойский,a66273b7-5c8e-11ea-0a80-052c001d8caf,99,119,,2024-03-04 20:23:48,2024-03-04 20:23:48,0,да,Солёное,Озеро джанкойский,село,838,"45.884026,34.450157",yandex,28961,107.56
861,Солнечная Долина 127 км Судак,a662763f-5c8e-11ea-0a80-052c001d8cb0,127,153,,2024-03-04 20:23:48,2024-03-04 20:23:48,0,да,Солнечная,Долина судак,село,1526,"44.872682,35.1014527",geocode,,79.27
862,Солнечногорское 87 км Алушта,a6627967-5c8e-11ea-0a80-052c001d8cb1,87,105,,2024-03-04 20:23:48,2024-03-04 20:23:48,0,да,Солнечногорское,Алушта,село,1150,"44.7469411,34.5400489",geocode,,41.26
863,Солнечное 128 км Феодосия,a6627be5-5c8e-11ea-0a80-052c001d8cb2,128,154,,2024-03-04 20:23:48,2024-03-04 20:23:48,0,да,Солнечное,Феодосия,село,885,"45.0469938,35.3428701",geocode,,98.3
864,Солнечное 17 км Симферопольский,a6627e2f-5c8e-11ea-0a80-052c001d8cb3,17,21,,2024-03-04 20:23:48,2024-03-04 20:23:48,0,да,Солнечное,Симферопольский,село,1015,"45.0504954,34.08138",geocode,,11.47
865,Солнечноселье 88 км Бахчисарайский,a662804a-5c8e-11ea-0a80-052c001d8cb4,88,106,,2024-03-04 20:23:48,2024-03-04 20:23:48,0,да,Солнечноселье,Бахчисарайский,село,139,"44.6067286,33.9488074",geocode,,39.81
866,Соловьёвка 43 км Симферопольский,a6628271-5c8e-11ea-0a80-052c001d8cb5,43,52,,2024-03-04 20:23:49,2024-03-04 20:23:49,0,да,Соловьёвка,Симферопольский,село,66,"44.9536075,34.2950252",geocode,,15.33
867,Солонцовое 106 км Джанкойский,a662852e-5c8e-11ea-0a80-052c001d8cb6,106,128,,2024-03-04 20:23:49,2024-03-04 20:23:49,0,да,Солонцовое,Джанкойский,село,201,"45.8966751,34.2732532",geocode,,106.31
868,Соляное 173 км Ленинский,a662876e-5c8e-11ea-0a80-052c001d8cb7,173,208,,2024-03-04 20:23:49,2024-03-04 20:23:49,0,да,Соляное,Ленинский,село,92,"45.327942,35.413940",yandex,29278,111.33
869,Софиевка 124 км Кировский,a6628a9b-5c8e-11ea-0a80-052c001d8cb8,124,149,,2024-03-04 20:23:49,2024-03-04 20:23:49,0,да,Софиевка,Кировский,село,10,"45.2746215,35.1258454",geocode,,88.27
870,Софиевка 2 км Симферопольский,a6628d47-5c8e-11ea-0a80-052c001d8cb9,4,5,,2024-03-04 20:23:49,2024-03-04 20:23:49,0,да,Софиевка,Симферопольский,село,3481,"45.0934325,34.0009934",geocode,,17.93
871,Спасовка 110 км Кировский,a6628f90-5c8e-11ea-0a80-052c001d8cba,110,132,,2024-03-04 20:23:49,2024-03-04 20:23:49,0,да,Спасовка,Кировский,село,56,"45.1373246,35.1076957",geocode,,81.88
872,Спокойное 39 км Симферопольский,a6629211-5c8e-11ea-0a80-052c001d8cbb,39,47,,2024-03-04 20:23:49,2024-03-04 20:23:49,0,да,Спокойное,Симферопольский,село,37,"45.0787751,34.2017691",geocode,,16.56
873,Стальное 53 км Бахчисарайский,a6629457-5c8e-11ea-0a80-052c001d8cbc,53,64,,2024-03-04 20:23:49,2024-03-04 20:23:49,0,да,Стальное,Бахчисарайский,посёлок,56,"44.8699145,33.8758802",geocode,,19.7
874,Стальное 88 км Джанкойский,a66296a0-5c8e-11ea-0a80-052c001d8cbd,88,106,,2024-03-04 20:23:49,2024-03-04 20:23:49,0,да,Стальное,Джанкойский,село,1125,"45.708179,34.561451",yandex,176581,91.86
875,Станционное 198 км Ленинский,a66299b8-5c8e-11ea-0a80-052c001d8cbe,198,238,,2024-03-04 20:23:49,2024-03-04 20:23:49,0,да,Станционное,Ленинский,село,136,"45.3555196,36.0335942",geocode,,158.2
876,Старый Крым 111 км,a6629c8e-5c8e-11ea-0a80-052c001d8cbf,111,134,,2024-03-04 20:23:49,2024-03-04 20:23:49,0,нет,Старый,Крым,,,"45.0274234,35.0863723",geocode,,78.03
877,Стахановка 38 км Первомайский,a6629f4b-5c8e-11ea-0a80-052c001d8cc0,38,46,,2024-03-04 20:23:49,2024-03-04 20:23:49,0,да,Стахановка,Первомайский,село,857,"45.370174,33.951504",yandex,177014,48.34
878,Степановка 116 км Нижнегорский,a662a15e-5c8e-11ea-0a80-052c001d8cc1,116,140,,2024-03-04 20:23:49,2024-03-04 20:23:49,0,да,Степановка,Нижнегорский,село,42,"45.595288,34.8776682",geocode,,94.2
879,Степное 132 км Феодосия,a662a363-5c8e-11ea-0a80-052c001d8cc2,132,159,,2024-03-04 20:23:49,2024-03-04 20:23:49,0,да,Степное,Феодосия,село,57,"45.0941941,35.380257",geocode,,101.89
880,Степное 37 км Сакский,a662a580-5c8e-11ea-0a80-052c001d8cc3,37,45,,2024-03-04 20:23:49,2024-03-04 20:23:49,0,да,Степное,Сакский,село,361,"45.1506345,33.8935975",geocode,,27.75
881,Степное 70 км Первомайский,a662a7bc-5c8e-11ea-0a80-052c001d8cc4,70,84,,2024-03-04 20:23:49,2024-03-04 20:23:49,0,да,Степное,Первомайский,село,1461,"45.652424,33.776054",yandex,177015,82.3
882,Стерегущее 129 км Раздольненский,a662aa0d-5c8e-11ea-0a80-052c001d8cc5,129,155,,2024-03-04 20:23:49,2024-03-04 20:23:49,0,да,Стерегущее,Раздольненский,село,144,"45.749989,33.230396",yandex,28981,112.1
883,Стефановка 102 км Джанкойский,a662acca-5c8e-11ea-0a80-052c001d8cc6,102,123,,2024-03-04 20:23:49,2024-03-04 20:23:49,0,да,Стефановка,Джанкойский,село,384,"45.710590,34.796474",yandex,216286,100.72
884,Столбовое 89 км Сакский,a662af25-5c8e-11ea-0a80-052c001d8cc7,89,107,,2024-03-04 20:23:49,2024-03-04 20:23:49,0,да,Столбовое,Сакский,село,1082,"45.363506,33.497726",yandex,28982,66.06
885,Столбовое 90 км Джанкойский,a662b197-5c8e-11ea-0a80-052c001d8cc8,90,108,,2024-03-04 20:23:50,2024-03-04 20:23:50,0,да,Столбовое,Джанкойский,село,220,"45.8287216,34.4642117",geocode,,101.93
886,Сторожевое 15 км Симферопольский,a662b404-5c8e-11ea-0a80-052c001d8cc9,15,18,,2024-03-04 20:23:50,2024-03-04 20:23:50,0,да,Сторожевое,Симферопольский,село,202,"45.1777403,33.9069741",geocode,,29.69
887,Стрепетово 65 км Нижнегорский,a662b616-5c8e-11ea-0a80-052c001d8cca,65,78,,2024-03-04 20:23:50,2024-03-04 20:23:50,0,да,Стрепетово,Нижнегорский,село,491,"45.2711806,34.6108964",geocode,,53.8
888,Строгоновка 35 км Симферопольский,a662b857-5c8e-11ea-0a80-052c001d8ccb,35,42,,2024-03-04 20:23:50,2024-09-10 18:06:28,0,да,Строгоновка,Симферопольский,село,3337,"44.9425871,34.1865097",geocode,,6.81
889,Субботник 91 км Джанкойский,a662badf-5c8e-11ea-0a80-052c001d8ccc,91,110,,2024-03-04 20:23:50,2024-03-04 20:23:50,0,да,Субботник,Джанкойский,село,361,"45.828846,34.3933682",geocode,,100.54
890,Суворово 118 км Армянск,a662bce9-5c8e-11ea-0a80-052c001d8ccd,118,142,,2024-03-04 20:23:50,2024-03-04 20:23:50,0,да,Суворово,Армянск,село,1357,"46.0868117,33.6888258",geocode,,130.58
891,Суворово 76 км Бахчисарайский,a662bf3b-5c8e-11ea-0a80-052c001d8cce,76,92,,2024-03-04 20:23:50,2024-03-04 20:23:50,0,да,Суворово,Бахчисарайский,село,554,"44.7338569,33.629096",geocode,,44.14
892,Суворовское 70 км Сакский,a662c152-5c8e-11ea-0a80-052c001d8ccf,70,84,,2024-03-04 20:23:50,2024-03-04 20:23:50,0,да,Суворовское,Сакский,село,3200,"45.251030,33.374172",yandex,29012,66.19
893,Судак 120 км,a662c399-5c8e-11ea-0a80-052c001d8cd0,120,144,,2024-03-04 20:23:50,2024-03-04 20:23:50,0,нет,Судак,,,,"44.850467,34.976183",geocode,,69.83
